"ensembl_gene_id","LT.HSC_001","LT.HSC_002","LT.HSC_003","LT.HSC_004","LT.HSC_006","LT.HSC_009","LT.HSC_010","LT.HSC_012","LT.HSC_013","LT.HSC_014","LT.HSC_015","LT.HSC_016","LT.HSC_017","LT.HSC_018","LT.HSC_020","LT.HSC_021","LT.HSC_022","LT.HSC_023","LT.HSC_024","LT.HSC_026","LT.HSC_028","LT.HSC_031","LT.HSC_032","LT.HSC_033","LT.HSC_034","LT.HSC_036","LT.HSC_039","LT.HSC_040","LT.HSC_041","LT.HSC_043","LT.HSC_044","LT.HSC_045","LT.HSC_046","LT.HSC_049","LT.HSC_050","LT.HSC_051","LT.HSC_052","LT.HSC_054","LT.HSC_055","LT.HSC_056","LT.HSC_057","LT.HSC_058","LT.HSC_060","LT.HSC_062","LT.HSC_063","LT.HSC_064","LT.HSC_065","LT.HSC_066","LT.HSC_068","LT.HSC_069","LT.HSC_070","LT.HSC_071","LT.HSC_072","LT.HSC_073","LT.HSC_074","LT.HSC_075","LT.HSC_076","LT.HSC_077","LT.HSC_078","LT.HSC_080","LT.HSC_081","LT.HSC_082","LT.HSC_085","LT.HSC_086","LT.HSC_088","LT.HSC_089","LT.HSC_090","LT.HSC_091","LT.HSC_093","LT.HSC_094","LT.HSC_095","LT.HSC_096","LT.HSC_098","LT.HSC_100","LT.HSC_101","LT.HSC_102","LT.HSC_103","LT.HSC_105","LT.HSC_106","LT.HSC_107","LT.HSC_109","LT.HSC_110","LT.HSC_111","LT.HSC_112","LT.HSC_113","LT.HSC_114","LT.HSC_115","LT.HSC_116","LT.HSC_117","LT.HSC_120","LT.HSC_122","LT.HSC_123","LT.HSC_124","LT.HSC_125","LT.HSC_126","LT.HSC_128","LT.HSC_130","LT.HSC_131","LT.HSC_132","LT.HSC_137","LT.HSC_138","LT.HSC_139","LT.HSC_140","LT.HSC_142","LT.HSC_144","LT.HSC_145","LT.HSC_146","LT.HSC_147","LT.HSC_148","LT.HSC_149","LT.HSC_150","LT.HSC_151","LT.HSC_152","LT.HSC_156","LT.HSC_158","LT.HSC_159","LT.HSC_161","LT.HSC_163","LT.HSC_164","LT.HSC_165","LT.HSC_166","LT.HSC_167","LT.HSC_169","LT.HSC_170","LT.HSC_171","LT.HSC_172","LT.HSC_173","LT.HSC_174","LT.HSC_176","LT.HSC_177","LT.HSC_179","LT.HSC_180","LT.HSC_183","LT.HSC_184","LT.HSC_187","LT.HSC_188","LT.HSC_191","LT.HSC_192","LT.HSC_193","LT.HSC_194","LT.HSC_195","LT.HSC_197","LT.HSC_198","LT.HSC_200","LT.HSC_201","LT.HSC_204","LT.HSC_206","LT.HSC_207","LT.HSC_208","LT.HSC_210","LT.HSC_211","LT.HSC_212","LT.HSC_213","LT.HSC_214","LT.HSC_215"
"ENSMUSG00000004730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62492006178338,0,0,0,1.51144786796501,0.133198683641848,2.0085409593922,0,0,0,0,0,0.138255780239911,0,0,0,0,0,2.07432767764451,0,0,0.490596852942285,0,0,0,0,0,0.496402523125058,0,0,0,0,0.736810521932073,0,0,0,0,0,0,1.16676569756253,9.80912664022314,0,0,0,0,0,0,0,0,0,0,1.0707117317687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902365063750022,0,0,0.965549357198708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34681129067592,0,1.52738906621678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35711465751744,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000027962",2.59872025106356,0,0,2.61510001208265,0,1.39176648871564,0,1.52809189182743,1.87097274394333,0,1.77923008183467,1.65706979532487,1.5941785124568,0,0,2.001909095015,0,2.36974606215818,1.53984721187356,0,0,0,0.367558767779288,0,9.14345215419316,0.607498708716532,2.37339045695993,1.64120459660513,1.91447075435667,0.487789742240435,1.67284218846193,0,0,0,0,0,1.4100594479233,1.84763545594962,0.856031183402283,0,0,0.855112578188551,1.2897953876647,3.37191238321692,0.865034322958525,0,1.03559336264488,0,0.558970440206636,0,2.2963861811126,0,0.71241871058166,0,0,0,1.16676569756253,1.74235732563723,0,0,0,0.689427461035135,1.90630530848818,2.04480179550579,0,1.63887839136913,1.33163637704038,0.404754875776519,1.0707117317687,0,0,1.69770651100448,0.859152192528657,0.675525815053553,0,0,0,1.8537889356939,0,3.26361397988948,0,0,2.13318356470302,0.812698904075951,0,0,0,0,1.26871732316025,0,0,2.98291085353726,0,0,0,2.05898855457779,0,1.94801054528385,0,0,0,0.847592425339792,0,0.734260452843198,0,1.60743237823871,0,2.32120083669954,1.19194721793886,1.87486683315732,0,0.627404873023133,1.59351515198325,0,0,0,0,0,1.06056010063064,0,0,1.41769116836688,0,1.48860516434085,0,2.02008744899233,0,1.40468047095534,0,0,0,0.986403483899541,0,0,0,0,1.19800498157266,0,2.33137847119024,0,0.840799767190605,1.90773252141154,2.15551331730576,1.27210644092254,1.35711465751744,0,1.69653267638463,1.71246771275853,0,0,0,2.16022539189139,0,0,0.746022550590074
"ENSMUSG00000041329",3.47443359233466,0,0,0,0,3.18903205313163,1.93241954755637,1.52809189182743,1.87097274394333,1.99133254863847,1.77923008183467,1.65706979532487,1.5941785124568,0,0,1.58665959877933,3.64996037309845,1.62492006178338,10.1080202561701,3.30457567840981,3.22033762119658,3.22177202542532,9.84391217236415,3.33217119523515,4.52598067606143,3.14636684115989,0,0,0,1.07471838682775,3.28594730158413,0,2.31246405719127,0,0,0,0,0,0,1.6528308792632,2.40989244075694,2.54927472852655,0.973272690448626,0,0,8.7115065028559,0,0,1.27479986936164,1.87418715600039,1.56370909916498,3.30408689158702,0.71241871058166,0,1.70626007688853,0.945893097279513,1.16676569756253,2.50884146581568,0,2.14802221654169,2.99965150469499,2.56099546110739,3.58423085471239,3.37552568242479,2.81520671252634,3.5324642425393,2.01212517917058,7.85946561936162,2.7009604885992,3.89171204663588,9.32082674945408,4.55080751153564,9.14023833328983,10.4800401868232,8.67917871667481,9.49047760086855,1.25975060168201,8.63807845543315,3.99508632673959,5.14630613499653,0,2.01714473535487,0,0.812698904075951,1.75642427366859,0,1.36705886972459,3.07440509937749,0,2.39918339481632,0,0,0,0,0,1.75497534082574,1.05877103294053,0,1.76598332633796,1.20769314649809,0,0,3.05370752584409,0,2.71483128759974,0,1.21128604313703,0,0,1.87486683315732,1.87250895666638,0.627404873023133,1.59351515198325,1.53246102941057,0,9.86660511799433,3.33487913612688,2.4932578877158,1.66515725989218,0,1.11920683842684,0,0,0,2.05035691398321,2.02008744899233,1.94395607863954,0.866944115500717,0,1.60339568518194,0.719440120483896,0,1.29819375295658,0,2.20531442318499,0,2.28766906710767,1.67709051721713,0,2.31532317294676,0,0,0,2.39105776862728,2.50720346919763,0.735411394642839,1.69653267638463,1.71246771275853,1.96947459397497,0,0,2.98908334109145,2.93912045663039,3.04184323012705,0.746022550590074
"ENSMUSG00000043110",0,0,2.54170196120626,0,0,0,0,0,0,8.98563399791555,0,0,1.5941785124568,1.49004843776879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138255780239911,0,1.81223403303366,0.994092255853422,2.36587266236184,0,0,0,0,0,0,0,0,0.56719942363499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74235732563723,0,0,4.54018721030646,0,0,5.7587513827815,1.59107313811208,6.99835545864905,0.814296069185091,0.404754875776519,0,4.75251573509333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04541756178093,8.6378924664136,0.902365063750022,0,0.784172393538232,0,4.49885820345552,1.20769314649809,0,0.847592425339792,6.0602825361101,0,1.91937156367101,2.34885025507261,1.21128604313703,0,0,4.64438115074056,0,0,0,6.86369220937266,0,0,0,0,0,0,0,0,0,0,0,7.40160152009614,0,0,0,0,0.719440120483896,0,1.29819375295658,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57184116571608,5.85624440691385,1.29755965877915,0,1.37524992442544,8.86763732872606,1.68846921704418,0,0.746022550590074
"ENSMUSG00000015189",3.47443359233466,3.64715562080049,2.54170196120626,5.9058455127181,0,2.08678224506155,2.3855475693689,0,9.27674175100784,1.99133254863847,2.5520964161962,1.65706979532487,2.33298026528808,7.38738437215742,3.92762047854432,6.3423635107692,7.62498558306843,1.62492006178338,1.53984721187356,1.68711027008979,1.12999413394047,0.945218189792169,1.34911717199307,3.33217119523515,2.95997511960558,1.03367365865471,9.62046901012415,2.87927153927008,1.91447075435667,1.49073795413395,3.11427937900574,8.79144554772948,1.57708012030457,8.209354376301,2.63113701569793,2.89199500627951,5.0937977301874,5.6548612665559,1.77827425208345,6.70697460090226,8.84021390548346,8.21459774703844,10.2504356719729,0,1.95413692459389,1.32131441978043,6.19863175751858,7.14645691890004,6.52132969899094,1.22217088447049,1.56370909916498,1.916129749404,8.48103359039386,3.79376980682518,4.41739641902223,6.19490891650571,8.33194779314591,3.00673652172396,0,7.66074892965222,8.83651364996012,2.02262242902614,8.86261549547689,8.06763428784634,8.00347392079594,9.69658613220661,2.26068804576356,6.69126908599055,5.13399703106921,8.69543713102709,1.76380077336688,3.85430410085904,7.41198695608399,1.13379863294318,3.12356112904382,7.2251270347772,1.25975060168201,0,4.61388168855204,4.49247130037851,2.53064419650245,2.47812491034622,2.95859938734056,2.65431183828065,2.19152964421628,2.09148224006488,8.41184981067479,3.07440509937749,9.47732033754335,4.95071637768545,10.0107284696478,7.22375681722597,2.06760118513236,2.46009999341067,5.22894792492646,1.75497534082574,6.23604724675997,8.77903382506363,6.4892719122862,2.64125030201523,2.24492295331362,3.29196441514812,8.71749569065965,8.82084989953486,10.1953319086428,1.60743237823871,9.13620331869586,7.98208803918979,2.27912260692441,8.27821992529134,3.16752888689344,1.89682155370009,2.33218520892414,8.39241887601892,3.30506670552454,6.57403481632738,8.64734204309716,9.99611904577612,5.36360638931921,7.42894590299825,1.74181222392703,7.39367034748207,3.44293436794066,2.68224203839272,7.31899696144746,3.34599968778916,6.28327364308136,7.47667388958933,2.81560867556883,4.41857901145486,0.719440120483896,9.34775857991797,8.86117420460227,2.51370444432441,3.23686262477023,9.08854389268,2.62688014408111,8.01612861485571,2.81747796233558,9.20849889376199,4.32084753184317,7.46874702586887,9.37217830525422,1.93744937999928,2.04385072874913,1.87164205405721,8.1236563169581,3.63064372833741,2.77241553723761,2.49750503400644,8.85082168920522,5.33360014664699,2.44527395133546,2.36023193661024,1.23531359244183
"ENSMUSG00000022816",2.59872025106356,0,0,3.11935369319036,0,8.54262752733506,1.26811936196807,2.25340931016886,9.48370665818242,0,8.7855169967396,2.40803424176546,2.33298026528808,1.49004843776879,1.19689821016323,5.3948017811235,0,5.89139539354736,1.53984721187356,0,0,0,0.660231046731892,2.46874652742862,0,0.607498708716532,3.75965893178838,1.64120459660513,0,6.10827002523679,3.57798532390124,1.81223403303366,8.27821704921269,3.21867068622045,3.50973144909583,0,2.10934794155542,5.49776144810106,7.78479255388449,1.6528308792632,1.65863355271475,9.1600815014456,0.56719942363499,3.37191238321692,3.44049992159422,0,7.8579216120526,8.87966011309995,0.558970440206636,8.43840525821013,2.77997116486092,1.41384071006801,5.61150190638409,0,8.9294794772136,2.23435543633489,1.80329168773309,3.67005521837412,2.19008341628456,8.9751168991143,9.34692169484197,2.02262242902614,8.03400382930676,2.85844489342798,2.32925776003949,3.77456753983468,9.9797469037951,2.08360129403015,1.67849504542778,3.71288584818543,0.677150991454775,6.53912460298759,0,0,3.12356112904382,0,7.79313318003317,0,1.64850477659925,2.40651726687929,2.53064419650245,2.01714473535487,7.26122992798594,4.93089238993974,9.26089302234852,3.4310307147226,8.11583597556464,2.71535760941789,9.01364908227734,10.1443388218169,0,2.15474467612099,0,0,0,1.75497534082574,0,0,1.76598332633796,8.50172475708265,5.83546353520632,0,5.97909155707374,0,1.91937156367101,0,1.21128604313703,0,6.76695484030631,0,0,0.627404873023133,1.59351515198325,2.73949528904157,2.44411125208806,1.82700156507219,0,2.03103750919268,1.66515725989218,0,7.54086011222143,7.96615849532578,7.52109964611989,0,9.04676977177055,8.58124002540169,3.2544093170647,6.55595281442474,3.33059329913787,8.41549799151981,0,1.56680518742523,1.29819375295658,0,1.14006975518086,7.62633515274955,1.19800498157266,1.30171404112883,2.33137847119024,2.80027706087035,7.49638806683848,2.70141112739267,6.50520904922695,7.03554497107319,0,4.29398988668792,0,7.63747395904373,0,1.7327206871433,1.37524992442544,8.49930405481257,1.68846921704418,6.49012681108826,0.746022550590074
"ENSMUSG00000040605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133198683641848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636746162638117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2802682367715,0,0,0,0,2.40651726687929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902365063750022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26155697852301,0,0,0,0,0,0,0,0,0,0,0.866944115500717,0,0,0,0,0,0,0,0,0,6.79300104068037,0,0,0,0,0,0,0,0,0,4.82408089960379,0,8.22116711307337,0,0,0,1.02405881128653,6.7993140207493
"ENSMUSG00000026012",0,0,0,0,0,0,0,0,0,1.99133254863847,0,0,0,0,0,0,0,0,0,0,0,1.51144786796501,0,0,1.4304332001122,0.607498708716532,0,0,0,0.380420432040834,1.06640650246394,0,0.994092255853422,0,0,0,0,0,0,0.619295742807511,0,0,0,0,0,0,0,0,0,0,0,0.636746162638117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550750783777762,0,0,0,1.76092271307742,0,0,0.812698904075951,0,10.0379834094521,0.610209240084371,0,0,0,0,0,0,0,0,0,0,0,0,1.20769314649809,2.72468888102969,0,3.57955984227134,1.21852637918117,1.91937156367101,0,7.13377499805767,0,0,0,0,0.627404873023133,0,0,0,0,0,0,0,0,1.11920683842684,0,0,0,0,0,1.94395607863954,0,0,0,0,0,1.29819375295658,0,0,0,0,0,1.59284210698955,0,0.840799767190605,1.90773252141154,0,1.27210644092254,0,0,0,0,1.29755965877915,0,0,1.10876905485499,8.41422530765633,1.02405881128653,1.23531359244183
"ENSMUSG00000045394",3.47443359233466,0,0,1.83322542808082,0,1.39176648871564,1.26811936196807,0,0,1.99133254863847,0,8.47722920386906,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03367365865471,0,0,0,0.138255780239911,1.67284218846193,7.31512220854697,0.994092255853422,7.34900337134862,1.8470228708866,0,0,0,0,0,1.0556029660764,0,1.2897953876647,8.94253845009194,0,0,0,1.40872160843829,0,0,0,0.636746162638117,0,0,0,0,0,0,1.47594575563256,0,1.18420154384021,1.15399129600782,0,0,0,1.63887839136913,1.33163637704038,0,0,0,1.13616381856676,0,0.859152192528657,0,0,0,0,0,1.64850477659925,0,0,1.33566014404158,0,0,0.67323913079649,0,0.610209240084371,2.23624984947692,0,0,0,0,0,0,0,0,0,8.61692984481146,0,3.14699428101417,3.99643138756621,3.16911592557781,3.96410852222618,2.31651273040589,4.14531023327042,0,0,2.32120083669954,1.83560794640508,1.87486683315732,0,0,0,1.53246102941057,0,1.82700156507219,0,1.34681129067592,0,0,0,0,0,1.48860516434085,0,0,0,1.40468047095534,0,0,0.719440120483896,0,6.9994486776217,0,0,0,0,0,1.59284210698955,0,0.840799767190605,8.10966825801936,1.44765097149839,0,0,0.735411394642839,0,0,0,1.7327206871433,0,0,0,1.02405881128653,0
"ENSMUSG00000032193",10.5043222400449,2.10228572315125,3.41217321087977,3.11935369319036,2.4963089358151,6.92095820513377,1.93241954755637,3.38131205639073,3.53992370339142,0,3.05263994170669,0,8.04165540047701,2.20725821363092,1.84194303351209,6.83541260903242,0,0,3.10945222431192,1.68711027008979,0,2.23325007770095,0.976162821656915,1.32876490270744,2.95997511960558,1.85522297180871,2.37339045695993,3.24443756155349,1.91447075435667,3.46693659058929,4.12210599555289,0,2.57510277761838,0,1.8470228708866,2.07432767764451,7.75804026385826,0,1.59699719965536,7.27988018305284,7.35637802243458,1.3883547736917,2.27892345247029,2.50494276929837,1.1583851798073,1.32131441978043,8.14153684942862,1.40872160843829,0.558970440206636,4.4807563403538,2.2963861811126,2.71109504320244,8.74425445496211,9.55808410142748,6.28441600002963,1.5123594305701,3.08244188638279,1.74235732563723,4.0904244677002,2.74853195045801,3.96646032399211,1.15399129600782,4.52279849093376,8.32133697447941,3.17806677990184,4.16300674469662,2.01212517917058,2.08360129403015,10.4280326002034,3.89171204663588,3.03346670016084,4.55080751153564,3.53376716629505,0.675525815053553,7.59905092054368,1.29691317921502,1.25975060168201,2.63899226899478,3.25404096862887,3.26361397988948,3.40007235259745,2.47812491034622,2.95859938734056,8.59548910992004,1.75642427366859,8.28019742858268,1.36705886972459,2.23624984947692,9.47160339751831,3.54690833961406,7.76904374032702,6.19988559653499,9.66298222188716,2.12991320721449,7.35338383013858,3.7727051927257,1.48813467765594,2.52707907121068,5.98703636173906,2.30130691729187,8.68794590358932,7.54907175925376,8.33248842050549,7.41111982432644,2.71483128759974,9.27907295796043,5.97328190490411,2.32120083669954,1.19194721793886,3.17041108296076,7.60957207439586,1.89682155370009,8.49255457835929,9.81844460200252,1.68748694639396,1.82700156507219,3.87137655698765,3.12390891023757,4.81473128261062,2.25255903897541,8.7325527592807,6.8201228566971,2.56984724909105,3.0399633059333,5.21466763357546,2.83028931039977,3.92959819045914,1.40468047095534,3.33059329913787,1.60339568518194,8.75138017534815,9.20873754259578,7.91748735367348,8.70433499290487,3.03975267908324,2.06919221697739,2.28766906710767,1.67709051721713,4.65518923541722,8.1261949143887,8.48603581735997,3.58601483122705,2.15551331730576,9.59027979192134,3.3743912672067,8.5339873281987,7.95147790299373,1.71246771275853,8.90028611969689,8.2323568908278,2.53166476567257,0,2.93912045663039,8.35135517176883,8.34289121677543
